SPEAKER_00:  Harry trades the same way he approaches life. Customize, don't compromise. Which is precisely why he uses the TD Active Trader platform. Because in a world of customizations, nothing compares to the deep customization capabilities of the TD Active Trader platform, where even custom customizations are, well, customized. Everything you need to live, breathe, trade. Visit td.com slash active trader to learn more. TD, ready for you.
SPEAKER_09:  ninety- approaches.
SPEAKER_05:  colours.
SPEAKER_07:  I'll come around, I'll come around with Percy.
SPEAKER_09:  I'll show you.
SPEAKER_09:  Make a stealth check using the physical attributes of your Earth element. Well, I want it. Can I dip down?
SPEAKER_07:  Well, I want to dip down an earth glide to where he is. Great putt back up.
SPEAKER_09:  But it's still a stealth check to pop back up without drawing attention with the noise and movement.
SPEAKER_07:  Okay, what am I just a soundtrack?
SPEAKER_07:  It's okay, 13.
SPEAKER_09:  13 got it. Go ahead and hit me.
SPEAKER_09:  the Earth only falls there and set it kind of a next to these rocks there and
SPEAKER_12:  Will you hope John knee?
SPEAKER_09:  Alright, keep doing it.
SPEAKER_09:  Anybody else heading off in that direction?
SPEAKER_12:  I'm not in that direction. I'm going on Team Malayas key. So...
SPEAKER_12:  me riding this raven is gliding down.
SPEAKER_12:  around that way. Yeah and I think that I will.
SPEAKER_10:  around that way.
SPEAKER_05:  I will step off of the giant treehead.
SPEAKER_12:  I will step off the giant three-headed raven and follow on foot.
SPEAKER_12:  I won't tell it to leave. It does what it wants. Could you hand me the F-tell and the...
SPEAKER_12:  of the video.
SPEAKER_03:  Oh yeah, I'm lit up with a bright light anyway. I can't go stealth. So I'm I'm
SPEAKER_09:  three
SPEAKER_03:  I'd love it a Don father on me.
SPEAKER_01:  Extra detail.
SPEAKER_09:  It's already a tail, that's a love of the darn problem.
SPEAKER_09:  and as you were summoned ally with a Z's for little march hair.
SPEAKER_10:  We'll see what's for a little.
SPEAKER_09:  Around the Connectingquin Foundarian Ghost Corps
SPEAKER_12:  for the moment. I got a 17 on step.
SPEAKER_11:  Leth policing Bogotutorials
SPEAKER_12:  presentations.
SPEAKER_11:  I'm gonna do that stuff with all right.
SPEAKER_12:  One, two kettle salt, glove three. We can use white flour for the red sauce,
SPEAKER_11:  I'm going to, I guess since we're forced to. We get to you. Oh, yeah, I'm not sorry.
SPEAKER_12:  before we get it.
SPEAKER_09:  I know you're here. I'm making sure everyone else has to. Anybody else coming up on the frontors? Everyone's staying off that side.
SPEAKER_11:  I'm making sure everyone else has to.
SPEAKER_11:  That's right.
SPEAKER_04:  We're both lit up. I'm right. Yeah, I'm right. You're right.
SPEAKER_05:  Bye.
SPEAKER_09:  And you're all lit up. No, but I'm...
SPEAKER_04:  No, but I...
SPEAKER_03:  I'm in little with a bright light.
SPEAKER_09:  pretty quick.
SPEAKER_03:  Oh, yes, you are, you are.
SPEAKER_09:  Oh, yes, you are. You are a fiery beacon because of your blessing of the...
SPEAKER_03:  the door glazing. Yeah, yeah, yeah. So.
SPEAKER_03:  Um,
SPEAKER_03:  I'm not going stealth. I'm just going to make you mind me.
SPEAKER_09:  Yes, the minute you went out from cover there, you're likely going to be noticed. I don't know, it's the whole V-down.
SPEAKER_03:  What's going on?
SPEAKER_02:  I'm going to instead of stealthing slowly across the battlefield. I'm just going to dimension door
SPEAKER_02:  Right back behind that tent.
SPEAKER_10:  over here. The next time, yeah, I'm a backside. Anything you need. Yeah, amazing.
SPEAKER_02:  Yeah, I'm a backside.
SPEAKER_09:  on the back side.
SPEAKER_02:  Transcription by
SPEAKER_09:  The Centaur Island, if you don't mind.
SPEAKER_09:  It's a Gantar, whatever you want to call it.
SPEAKER_09:  and you are coming back over there.
SPEAKER_03:  lenient
SPEAKER_09:  Alrighty.
SPEAKER_03:  Can I?
SPEAKER_03:  From where I am, can I see this guy over here?
SPEAKER_09:  Here, yes. Yeah, you can.
SPEAKER_03:  Yeah, you can. Now, with sharp shooter, I don't have long distance disadvantage. And my Fenther Spoke can shoot 600 feet.
SPEAKER_05:  And yeah, that was a huge...
SPEAKER_07:  600.
SPEAKER_05:  untun Krish Wehrbrand.
SPEAKER_11:  Yep.
SPEAKER_11:  So we have a lot of rain.
SPEAKER_05:  So we have...
SPEAKER_05:  that were nice.
SPEAKER_02:  I'll spend two more minutes.
SPEAKER_11:  . . .
SPEAKER_02:  Yeah. Yours is 600.
SPEAKER_02:  Can you say that?
SPEAKER_05:  I'm very grateful to both of you. Yeah, yeah. Two, four, four. Yes.
SPEAKER_09:  Yeah, that disadvantage. I love it. That news is that you also just grew to the size of the bubble.
SPEAKER_11:  That news is to be fair.
SPEAKER_03:  It's like who my thing is. Exactly. What I can do.
SPEAKER_09:  Exactly.
SPEAKER_09:  Yeah, you got them.
SPEAKER_03:  In that case, I'm gonna aim right in the middle of all these fuckers right here.
SPEAKER_03:  And I'm going to load my bow up with an explosive arrow. Let's go. All right, I can see you. We'll want to have a few more.
SPEAKER_09:  Alright, see you for one of them. We'll have one of them. We'll have one of them. We'll have one of them.
SPEAKER_09:  Go ahead and pull back the arrow.
SPEAKER_03:  And as soon as I see them moving.
SPEAKER_09:  Okay, so you release the arrow simultaneously with key lifting noticed from this thought to your right here at the station. Remember to do this, so you and the thought of your will both have an action simultaneously.
SPEAKER_09:  and then we'll roll initially.
SPEAKER_03:  Okay, I'm aiming at this guy next to the stair. One of the ones that just came down.
SPEAKER_09:  right there.
SPEAKER_03:  The one on the other side so that I can hopefully get this guy too. Like it's 50 feet radius.
SPEAKER_09:  Let me get this.
SPEAKER_09:  Okay. Thank you for your time. Okay. Thank you for your time. Okay. I'm just going to be ready. Okay. I'm just going to be ready.
SPEAKER_03:  So, and I'm gonna light up the blazing bow string.
SPEAKER_09:  So.
SPEAKER_10:  All right, let's go and go. If obviously, but it's getting really kicked things off, then can I begin my jaunty skip?
SPEAKER_11:  you can indeed. I would love to let go of one of my toys that's been wound four times for 60 feet.
SPEAKER_05:  deal.
SPEAKER_11:  Okay. All right. What toy are you dropping? Oh, I'm dropping a little wind up toy that weirdly looks like Professor Anders, if you remember him, it's like a little ball. And there's a body of Professor Anders on it.
SPEAKER_06:  It's like...
SPEAKER_11:  trying to hold a big test tube of green liquid.
SPEAKER_11:  I... How big is this? Drop that bitch.
SPEAKER_03:  I guess that's...
SPEAKER_03:  I'm loading my phone with a...
SPEAKER_11:  He's holding like, rewind, liquid. Yeah, and he's just kind of like moves forward a little bit about it.
SPEAKER_02:  It's a wind-up toy, man.
SPEAKER_11:  man great I'll use this is your
SPEAKER_09:  I'll use this is your wind up toy which direction. Okay, that'll have a B too. This one actually looks like a little piece of...
SPEAKER_11:  Okay, that'll have a be-
SPEAKER_11:  I'm heading right into that group, that's right over there. Right right there, right there.
SPEAKER_09:  You're setting it right through there.
SPEAKER_11:  this way? Yeah, it should take 15 to 18 points.
SPEAKER_10:  Do you have a voice-up mechanism? Yeah.
SPEAKER_03:  I'm loading myself with halo thorns as well because that's a bonus action. Would you like a halo? Halo thorns is I'm also casting on myself.
SPEAKER_11:  We'll see you next time. Bye bye.
SPEAKER_09:  If you like that.
SPEAKER_03:  Thank you guys.
SPEAKER_09:  You guys, all right. We were setting up, I'm setting this as the direction it's traveling, so it'll continue that way.
SPEAKER_09:  Alright.
SPEAKER_04:  I am going to use my pressing and yippee light.
SPEAKER_09:  Nothing in here.
SPEAKER_04:  And I'm gonna...
SPEAKER_04:  That's a very lovely one. Sprout!
SPEAKER_09:  Sprouthouse! You think we got your wings emerge. Beautiful.
SPEAKER_09:  golden. If your feathers expand this angelic figure that is pike, pike, pike. Yay, guys!
SPEAKER_04:  and stretch them out, stretch them out.
SPEAKER_07:  Click that.
SPEAKER_07:  At the end of last game I have call lightning up which lasts for 10 minutes. So you still have it up?
SPEAKER_09:  So you still have it up.
SPEAKER_07:  So it would still be out correct.
SPEAKER_09:  Now you are, you have to have concentration on every one of the concentration when you take damage.
SPEAKER_09:  I'll be remembered.
SPEAKER_09:  See you then. Bye, bye, John.
SPEAKER_07:  I really 14. Yes, sir. Fine. Yes.
SPEAKER_09:  Yeah, no worries. Oh, no. All right, so starting this off simultaneous runs here, you can have charge out, making yourself a big target, shooting gallery style. Thanks.
SPEAKER_07:  No worries.
SPEAKER_03:  Hill of course not happening, nothing's within 5 feet of that guy and I would see that, right?
SPEAKER_09:  Great, yeah, they're all about time. Okay, then I'm just going...
SPEAKER_03:  Okay, then I'm just going with the explosive.
SPEAKER_09:  All right, cool. See you.
SPEAKER_09:  Blaze and Rolling boost in.
SPEAKER_09:  Fire up in your bow.
SPEAKER_09:  and release the explosive arrow.
SPEAKER_05:  Yeah! Yes! Oh my god!
SPEAKER_04:  That lap sets 3
SPEAKER_05:  Oh, you're big average of this. Charlie, reduce this fire,
SPEAKER_04:  Come on! Alright!
SPEAKER_09:  Alright, well that definitely hits, so go ahead and roll the damage for the arrow and the bowstring which is the dice are doubled on those first.
SPEAKER_03:  Let's sneak attack.
SPEAKER_09:  uh... technically yeah because you did he wasn't aware you were there so yeah it's going
SPEAKER_03:  Chattanooga?
SPEAKER_07:  Okay, okay, let me see how I do it.
SPEAKER_03:  Okay, let me see how we do it.
SPEAKER_07:  That's...
SPEAKER_03:  This is how we do it. Three. Have you do it?
SPEAKER_09:  How do you do it?
SPEAKER_03:  And then this is for the explosive.
SPEAKER_03:  30, 30, 30, okay so that's 9, 12 for the explosive.
SPEAKER_03:  doubled.
SPEAKER_03:  So 24.
SPEAKER_03:  that's right.
SPEAKER_03:  and then four d6 for the sneaker pack.
SPEAKER_05:  Okay, red.
SPEAKER_05:  Oh! Hah. Right, gross!
SPEAKER_03:  11 15
SPEAKER_05:  I'll go.
SPEAKER_03:  18 doubled
SPEAKER_09:  So 18 doubles, yep, 36.
SPEAKER_10: ACH
SPEAKER_03:  and then regular damage.
SPEAKER_03:  Kill them all!
SPEAKER_09:  So, the life of the grad.
SPEAKER_03:  tomorrow An
SPEAKER_03:  that he turned.
SPEAKER_03:  one, eight, okay six.
SPEAKER_02:  Six.
SPEAKER_03:  Um.
SPEAKER_02:  I said no one ever.
SPEAKER_03:  plus six plus hold on this another.
SPEAKER_03:  I can't believe it.
SPEAKER_02:  Can't do it, should be a beat. I think it's just this one.
SPEAKER_03:  So eight.
SPEAKER_03:  plus nine.
SPEAKER_09:  8 plus 9. Okay.
SPEAKER_03:  Damn!
SPEAKER_03:  I don't know what that total.
SPEAKER_09:  It looks like a thousand.
SPEAKER_03:  So basically a thousand.
SPEAKER_09:  Alright, so that's on this, this, uh, red lorn right there.
SPEAKER_03:  was.
SPEAKER_13:  Next we first set!
SPEAKER_13:  Oh my God. He's going to do it.
SPEAKER_13:  Korean,
SPEAKER_04:  We won!
SPEAKER_09:  tall.
SPEAKER_09:  So this guy just takes the arrow.
SPEAKER_09:  and I've leaned forward before.
SPEAKER_09:  He didn't swim within, he has taken out before.
SPEAKER_09:  which is him.
SPEAKER_09:  15 foot radius from him.
SPEAKER_09:  is going to catch the guy across the way that he's going to take out, he's going to get advantage or bonus to his...
SPEAKER_05:  is going to take care of you.
SPEAKER_05:  It's actually because he's half.
SPEAKER_09:  because these have cover. The other two are also going to make their saves as well. That is a 15 on this guy.
SPEAKER_03:  That's a save.
SPEAKER_09:  That's the same suitings, half damage that, which it was 12, right?
SPEAKER_03:  Yes, well fired image
SPEAKER_09:  Well, the crit is against the target. The fire itself doesn't double against the other.
SPEAKER_03:  Don't forget to hit the P.
SPEAKER_05:  All right.
SPEAKER_09:  So he takes six there.
SPEAKER_09:  The other guy over there, the main where I learned truth.
SPEAKER_09:  It's going to be 13.
SPEAKER_03:  We're at UC chi-opening at thirteen bail Year.
SPEAKER_09:  Okay, I'll see what you think if you take 12...
SPEAKER_03:  You
SPEAKER_09:  You're not ready.
SPEAKER_09:  He is destroyed from that shark. He sent off the way.
SPEAKER_11:  Let's go.
SPEAKER_11:  We're questioning to the little ball, stake damage or no.
SPEAKER_09:  See you.
SPEAKER_09:  That, Pack Above ".
SPEAKER_11:  from fire. Okay, fair. Good enough.
SPEAKER_09:  Um,
SPEAKER_11:  Um.
SPEAKER_11:  Not turbo.
SPEAKER_09:  Fire. It flicks around this one doesn't seem to impact it at all. That's what you can tell.
SPEAKER_09:  However, the sound of the detonation, all eyes in the battlefield shift over in that direction and then see this like...
SPEAKER_09:  this broom-writing, glowing symbol of hope, getting ready to not just another arrow back into it. Simultaneously, while you're set your toy in the ground, it begins to wander out, Grog begins to spring along, scaling up to the hero. As this thought eater shifts over, Gland is noticing some movement, and it's going to go ahead from this distance, I was going to go ahead and come to...
SPEAKER_05:  Right.
SPEAKER_11:  I'm scaling up. Tell us over here.
SPEAKER_09:  mind pian
SPEAKER_03:  Did I hit any of the other guys that were there?
